CU1891,0,0,1,0,1.65
CU1891,0,0,0,2000,46.99
CU3889,1,0,0,0,1.46
CU3889,0,1,0,0,1.89
CU3889,0,1,0,0,1.18
CU3889,0,1,0,0,1.35
CU3889,0,0,0,2000,47.18
CU14108,1,0,0,0,1.18
CU14108,0,1,0,0,1.11
CU14108,0,0,1,0,1.31
CU14108,0,0,1,0,1.65
CU14108,0,0,1,0,1.21
CU14108,0,0,1,0,1.92
CU14108,0,0,0,2873,45.46
CU6575,1,0,0,0,1.54
CU6575,0,1,0,0,1.22
CU6575,0,0,1,0,1.59
CU6575,0,0,1,0,1.81
CU6575,0,0,1,0,1.29
CU6575,0,0,1,0,1.54
CU6575,0,0,0,3000,44.52
CU5548,1,0,0,0,1.14
CU5548,1,0,0,0,1.65
CU5548,1,0,0,0,1.29
CU5548,1,0,0,0,1.28
CU5548,0,0,1,0,1.53
CU5548,0,0,1,0,1.94
CU5548,0,0,1,0,1.14
CU5548,0,0,1,0,1.99
CU5548,0,0,0,850,41.75
CU5632,1,0,0,0,1.42
CU5632,1,0,0,0,1.44
CU5632,1,0,0,0,1.57
CU5632,1,0,0,0,1.38
CU5632,1,0,0,0,1.69
CU5632,1,0,0,0,1.8
CU5632,1,0,0,0,1.84
CU5632,1,0,0,0,1.25
CU5632,1,0,0,0,1.62
CU5632,0,0,1,0,1.85
CU5632,0,0,1,0,1.08
CU5632,0,0,1,0,1.73
CU5632,0,0,1,0,1.95
CU5632,0,0,1,0,1.97
CU5632,0,0,0,1086,31.88
CU10961,0,1,0,0,1.63
CU10961,0,0,1,0,1.93
CU10961,0,0,0,0,49.52
CU6522,1,0,0,0,1.75
CU6522,1,0,0,0,1.27
CU6522,1,0,0,0,1.7
CU6522,0,1,0,0,1.11
CU6522,0,0,1,0,1.56
CU6522,0,0,1,0,1.11
CU6522,0,0,1,0,1.44
CU6522,0,0,0,1200,43.43
CU15421,1,0,0,0,1.84
CU15421,0,1,0,0,1.81
CU15421,0,1,0,0,1.28
CU15421,0,1,0,0,1.86
CU15421,0,1,0,0,1.75
CU15421,0,0,0,5000,44.52
CU11086,1,0,0,0,1.31
CU11086,0,1,0,0,1.98
CU11086,0,0,0,300,49.77
CU3971,1,0,0,0,1.64
CU3971,1,0,0,0,1.88
CU3971,1,0,0,0,1.33
CU3971,1,0,0,0,1.74
CU3971,0,1,0,0,1.73
CU3971,0,1,0,0,1.87
CU3971,0,1,0,0,1.91
CU3971,0,0,1,0,1.14
CU3971,0,0,1,0,1.91
CU3971,0,0,1,0,1.84
CU3971,0,0,1,0,1.77
CU3971,0,0,0,2000,35.02
CU10565,0,1,0,0,1.62
CU10565,0,0,0,0,51.44
CU2587,1,0,0,0,1.95
CU2587,1,0,0,0,1.54
CU2587,0,1,0,0,1.78
CU2587,0,1,0,0,1.93
CU2587,0,1,0,0,1.47
CU2587,0,1,0,0,1.89
CU2587,0,1,0,0,1.91
CU2587,0,0,1,0,1.99
CU2587,0,0,1,0,1.4
CU2587,0,0,1,0,1.09
CU2587,0,0,1,0,1.05
CU2587,0,0,0,969,35.86
CU4668,1,0,0,0,1.58
CU4668,0,0,1,0,1.83
CU4668,0,0,1,0,1.23
CU4668,0,0,0,0,48.49
CU14336,0,1,0,0,1.72
CU14336,0,0,1,0,1.43
CU14336,0,0,0,700,49.93
CU6781,1,0,0,0,1.13
CU6781,1,0,0,0,1.01
CU6781,1,0,0,0,1.78
CU6781,1,0,0,0,1.47
CU6781,1,0,0,0,1.13
CU6781,1,0,0,0,1.95
CU6781,0,1,0,0,1.59
CU6781,0,1,0,0,1.81
CU6781,0,0,1,0,1.6
CU6781,0,0,1,0,1.86
CU6781,0,0,1,0,1.11
CU6781,0,0,1,0,1.54
CU6781,0,0,0,300,35.56
CU491,1,0,0,0,1.77
CU491,0,0,1,0,1.51
CU491,0,0,1,0,1.89
CU491,0,0,1,0,1.65
CU491,0,0,0,836,46.36
CU1037,1,0,0,0,1.66
CU1037,0,0,0,10000,51.4
CU14713,1,0,0,0,1.34
CU14713,1,0,0,0,1.04
CU14713,0,1,0,0,1.91
CU14713,0,0,1,0,1.73
CU14713,0,0,1,0,1.72
CU14713,0,0,0,1500,45.02
CU11028,1,0,0,0,1.27
CU11028,0,1,0,0,1.26
CU11028,0,0,1,0,1.85
CU11028,0,0,0,5000,48.69
CU10370,0,1,0,0,1.36
CU10370,0,0,1,0,1.56
CU10370,0,0,1,0,1.47
CU10370,0,0,0,238,48.77
CU10377,1,0,0,0,1.11
CU10377,0,1,0,0,1.05
CU10377,0,0,1,0,1.17
CU10377,0,0,1,0,1.86
CU10377,0,0,0,1000,47.96
CU6040,1,0,0,0,1.88
CU6040,1,0,0,0,1.68
CU6040,1,0,0,0,1.62
CU6040,1,0,0,0,1.04
CU6040,0,1,0,0,1.79
CU6040,0,0,1,0,1.36
CU6040,0,0,1,0,1.43
CU6040,0,0,1,0,1.55
CU6040,0,0,1,0,1.4
CU6040,0,0,0,1500,39.82
CU2605,0,1,0,0,1.89
CU2605,0,1,0,0,1.46
CU2605,0,0,0,0,49.71
CU13713,1,0,0,0,1.24
CU13713,1,0,0,0,1.4
CU13713,0,1,0,0,1.8
CU13713,0,1,0,0,1.64
CU13713,0,1,0,0,1.06
CU13713,0,0,1,0,1.43
CU13713,0,0,1,0,1.09
CU13713,0,0,1,0,1.49
CU13713,0,0,1,0,1.57
CU13713,0,0,0,1700,41.05
CU9913,1,0,0,0,1.95
CU9913,0,1,0,0,1.99
CU9913,0,1,0,0,1.69
CU9913,0,0,1,0,1.98
CU9913,0,0,1,0,1.37
